workerid,proliferate.condition,center_embedding,confidence,continuation,header,individual_judgment,item,passive,population_judgment,slide_number_in_experiment,time,version,subject_information.affiliation,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,subject_information.legaltraining,subject_information.problems,subject_information.race,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
238,condition1,yes,0.98,"One day, Gwen drives her SUV to the grocery store. After buying groceries, she injures her wrist when she lifts a heavy grocery bag into her car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" A ""Personal Accident"" event is defined as follows: <b> ""An incident with a vehicular collision that produces an accidental injury results in damage to the policyholder's person.""</b>",no,Personal Accident,no,80,11,33710,uncovered,3,27,Yes,Insurance claims are difficult because they vary based on the interpretation of the adjuster. What may be covered by one adjuster may not be covered by another. ,3,2,Male,English,1,no,White,Chrome,Mac,956,1470,11.047966666666667,
238,condition1,yes,0.68,"Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" An ""Emergency Damages"" event is defined as follows: <b> ""An incident occurs when an entry to the policyholder's home that is forced open by first responders causing damage to the policyholder's property.""</b>",yes,Emergency Damages,yes,35,12,38685,uncovered,3,27,Yes,Insurance claims are difficult because they vary based on the interpretation of the adjuster. What may be covered by one adjuster may not be covered by another. ,3,2,Male,English,1,no,White,Chrome,Mac,956,1470,11.047966666666667,
238,condition1,no,0.97,"Denise is moving to a new home on the other side of town. She rents a truck and decides she will move her own belongings out of her current home. During the move, her truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.","Denise has insurance that covers ""House Removal."" A ""House Removal"" event is defined as follows: <b> ""An incident occurs with professional removal contractors who remove belongings from the policyholder's home. This incident causes damage to the policyholder's belongings."" </b>",no,House Removal,no,60,13,78776,uncovered,3,27,Yes,Insurance claims are difficult because they vary based on the interpretation of the adjuster. What may be covered by one adjuster may not be covered by another. ,3,2,Male,English,1,no,White,Chrome,Mac,956,1470,11.047966666666667,
238,condition1,yes,0.38,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his street's power line, causing a power surge. The power surge causes the space heater in Cam's attic to catch fire, and almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" A ""Storm Damage"" event is defined as follows: <b> ""An incident with a storm that creates lightning results in damage to the policyholder's property.""</b>",yes,Storm Damage,no,20,14,73082,controversial,3,27,Yes,Insurance claims are difficult because they vary based on the interpretation of the adjuster. What may be covered by one adjuster may not be covered by another. ,3,2,Male,English,1,no,White,Chrome,Mac,956,1470,11.047966666666667,
238,condition1,yes,0.42,"One day, Ken parks his car next to his home and leaves behind his smartphone, which catches fire later that day due to a defect. The fire does not spread to the rest of the car, but it causes significant smoke damage to the car's interior. Ken files a claim with his insurance company for the damage.","Ken has insurance that covers ""Vehicle Fire."" A ""Vehicle Fire"" incident is defined as follows: <b>""An incident with a fire or explosion that is instigated by an outside force results in damage to the policyholder's vehicle.""</b>",yes,Vehicle Fire,yes,35,15,40260,controversial,3,27,Yes,Insurance claims are difficult because they vary based on the interpretation of the adjuster. What may be covered by one adjuster may not be covered by another. ,3,2,Male,English,1,no,White,Chrome,Mac,956,1470,11.047966666666667,
238,condition1,no,0.99,"Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.","Mariam has insurance that covers ""Escape of Oil."" An ""Escape of Oil"" event is defined as follows: <b> ""An incident occurs with a fixed heating installation that leaks oil. This incident results in damage to the policyholder's property.""</b>",yes,Escape Of Oil,no,90,16,21497,covered,3,27,Yes,Insurance claims are difficult because they vary based on the interpretation of the adjuster. What may be covered by one adjuster may not be covered by another. ,3,2,Male,English,1,no,White,Chrome,Mac,956,1470,11.047966666666667,
160,condition1,no,0.96,"One day, a hail storm hits Mia's house and causes damage to the plants on her balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Mia files a claim with her insurance company for the damage.","Mia has insurance that covers ""Hail Damage."" ""Hail Damage"" is defined as follows: <b>""damage from hail of such intensity that it causes damage specifically to hard surfaces or breaks glass.""</b>",no,Hail Damage,no,97,3,57782,filler_uncovered,4,46,Yes,,4,2,Female,English,0,No,White,Chrome,Windows,900,1600,11.3095,
160,condition1,no,0.99,"Lucas, who lives alone, goes on vacation and leaves his car locked in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Lucas's very high-end seat covers. Lucas files a claim with his insurance company for the loss.","Lucas has insurance that covers ""Vehicle Theft."" ""Vehicle Theft"" is defined as follows: <b>""loss as a result of theft to the policyholder's car or car accessories.""</b>",yes,Vehicle Theft,no,99,4,32574,filler_covered,4,46,Yes,,4,2,Female,English,0,No,White,Chrome,Windows,900,1600,11.3095,
160,condition1,yes,0.87,"One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage.","Cam has insurance that covers ""Storm Damage."" A ""Storm Damage"" event is defined as follows: <b> ""An incident with lightning that is created by a storm results in damage to the policyholder's property.""</b>",no,Storm Damage,yes,80,5,54942,uncovered,4,46,Yes,,4,2,Female,English,0,No,White,Chrome,Windows,900,1600,11.3095,
160,condition1,yes,1,"One day, Gwen drives her SUV to the grocery store. After buying groceries, she injures her wrist when she lifts a heavy grocery bag into her car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages.","Gwen has insurance that covers a ""Personal Accident."" A ""Personal Accident"" event is defined as follows: <b> ""An incident with a vehicular collision that produces an accidental injury results in damage to the policyholder's person.""</b>",no,Personal Accident,no,99,6,34810,uncovered,4,46,Yes,,4,2,Female,English,0,No,White,Chrome,Windows,900,1600,11.3095,
160,condition1,no,0.89,"Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.","Joanne has insurance that covers ""Emergency Damages."" An ""Emergency Damages"" event is defined as follows: <b> ""An incident occurs when first responders force open an entry to the policyholder's home. This incident causes damage to the policyholder's property.""</b>",yes,Emergency Damages,no,85,7,50570,uncovered,4,46,Yes,,4,2,Female,English,0,No,White,Chrome,Windows,900,1600,11.3095,
